first name,email id,quantity,events,attendee status,college name,how did you come to know about this event?,designation,year of graduation,city,cgpa,experience with python (months),family income,expected salary (lac),leadership- skills,family_income_calculated
dipesh,dipesh@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Patiala,7.9,5,0-2 Lakh,21,yes,2
vaghela,vaghela@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Ajmer,7.3,8,0-2 Lakh,9,no,2
chokhawala,chokhawala@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Amer,7.8,3,0-2 Lakh,8,no,2
vora,vora@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2026,Barmer,9.1,8,7 Lakh+,15,yes,7
kothari,kothari@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2023,Bikaner,6.9,8,0-2 Lakh,25,no,2
naidu,naidu@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Jalor,6.7,6,0-2 Lakh,30,no,2
sankhwar,sankhwar@xyz.com,1,Skill and Employability Enhancement,Attending,ap shah institute of technology ,Whatsapp,Students,2025,Jodhpur,7.3,8,0-2 Lakh,8,no,2
thakur,thakur@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2023,Kota,7.9,5,0-2 Lakh,19,yes,2
raval,raval@xyz.com,1,Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2024,Hyderbad,6.4,6,0-2 Lakh,9,yes,2
madhavrao,madhavrao@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2023,Nizambad,8.4,6,0-2 Lakh,8,yes,2
shivpoojan,shivpoojan@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2025,Agra,7.8,8,0-2 Lakh,8,no,2
sinha,sinha@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2025,Aligarh,8.7,6,0-2 Lakh,8,no,2
ajgarali,ajgarali@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2023,Gonda,8.5,6,0-2 Lakh,17,no,2
hemakant,hemakant@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2026,Gorakhpur,8.5,6,0-2 Lakh,13,no,2
vijaysinh,vijaysinh@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2025,Hamirpur,9.1,5,0-2 Lakh,11,no,2
gadekar,gadekar@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2024,Deoria,9.7,6,0-2 Lakh,15,yes,2
bharatkumar,bharatkumar@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2025,Budaun,8.7,5,0-2 Lakh,19,yes,2
bhagwanrao.,bhagwanrao.@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2023,Jhansi,6.5,6,0-2 Lakh,18,no ,2
shankar,shankar@xyz.com,1,Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",Cloud Counselage Website,Students,2026,Mathura,7.6,5,0-2 Lakh,8,yes,2
praful,praful@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2025,Varanasi,8.7,8,0-2 Lakh,7,no,2
baban,baban@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Cloud Counselage Website,Students,2025,Almora,9.1,6,0-2 Lakh,26,no,2
likhitkar,likhitkar@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2023,Alipore,9.2,3,0-2 Lakh,19,yes,2
ulhas,ulhas@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,Email,Students,2024,Haora,7.3,3,0-2 Lakh,25,no,2
khedwal,khedwal@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Whatsapp,Students,2024,Durgapur,7.6,5,0-2 Lakh,22,no,2
sravani,sravani@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,LinkedIn,Students,2023,Hugli,7.1,5,0-2 Lakh,6,no,2
gaikwad,gaikwad@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,SPOC/ College Professor,Students,2023,Kolkata,8.3,5,0-2 Lakh,9,no,2
chitrasen,chitrasen@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2024,Siuri,7.3,3,0-2 Lakh,11,yes,2
sheshrao,sheshrao@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Titagrah,6.7,5,0-2 Lakh,10,no,2
lodhi,lodhi@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2026,Akola,8.7,5,0-2 Lakh,9,no,2
umesh,umesh@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2025,Bhandara,8.2,5,0-2 Lakh,7,yes,2
sadashiv,sadashiv@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2023,Bhsawal,6.8,6,0-2 Lakh,21,no ,2
bhagwan,bhagwan@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2024,Bid,7.1,8,0-2 Lakh,5,no ,2
kallappa,kallappa@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2023,Jalgaon,9.5,5,0-2 Lakh,8,no,2
mohitkar,mohitkar@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Kalyan,6.7,6,0-2 Lakh,7,no,2
karsarpe,karsarpe@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2024,Mumbai,6.5,6,0-2 Lakh,13,no,2
gangrade,gangrade@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2025,Amritsar,7.4,6,0-2 Lakh,21,no,2
dharmendra,dharmendra@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2023,Sangrur,8.6,6,0-2 Lakh,9,yes,2
vidyarthi,vidyarthi@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2024,Ajmer,9.2,6,0-2 Lakh,26,no ,2
chandrashekhar,chandrashekhar@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2025,Amer,7.8,5,0-2 Lakh,7,no ,2
dwivedi,dwivedi@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2025,Bikaner,9.9,8,7 Lakh+,21,yes,7
prabhakar,prabhakar@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2026,Jaipur,8.1,3,0-2 Lakh,30,no,2
mukund,mukund@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2024,Jalor,9.5,5,0-2 Lakh,24,no,2
abhinavkumar,abhinavkumar@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Jodhpur,9.6,5,0-2 Lakh,19,yes,2
danej,danej@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Godhra,8.4,8,0-2 Lakh,8,yes,2
shrivastava,shrivastava@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,Whatsapp,Students,2024,Nadiad,8.3,3,0-2 Lakh,8,no,2
minhas,minhas@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2026,Okha,8.9,8,0-2 Lakh,6,no,2
rakesh,rakesh@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Whatsapp,Students,2023,Rajkot,9.5,5,0-2 Lakh,6,yes,2
sambhaji,sambhaji@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,Whatsapp,Students,2023,Surat,8.5,5,0-2 Lakh,7,no,2
more,more@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Ambala,8.8,5,0-2 Lakh,8,no,2
upadhyaya,upadhyaya@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Chandigarh,7.9,5,0-2 Lakh,5,no,2
zaveri,zaveri@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2026,Hisar,6.4,8,0-2 Lakh,11,yes,2
g,g@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,Whatsapp,Students,2025,Jind,7.5,8,0-2 Lakh,20,no ,2
bhanudas,bhanudas@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Whatsapp,Students,2024,Kaithal,7.7,8,0-2 Lakh,5,no ,2
anil,anil@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2023,Agra,7.9,5,0-2 Lakh,5,no,2
pappu,pappu@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2023,Ghazipur,9.2,8,0-2 Lakh,17,yes,2
nath,nath@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2026,Ghaziabad,7.6,8,0-2 Lakh,15,no,2
bhawarlal,bhawarlal@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2024,Gonda,8.7,3,0-2 Lakh,14,no,2
raju,raju@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2025,Gorakhpur,9.5,6,0-2 Lakh,19,no,2
little,little@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Hamirpur,6.9,6,0-2 Lakh,5,no,2
faraz,faraz@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2023,Budaun,6.9,6,0-2 Lakh,20,yes,2
appasaheb,appasaheb@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2024,Jhansi,7.2,8,0-2 Lakh,14,yes,2
wagannawar,wagannawar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Mainpuri,6.9,3,0-2 Lakh,9,yes,2
ramdas,ramdas@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2023,Varanasi,7.6,3,0-2 Lakh,7,no,2
shetty,shetty@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,Whatsapp,Students,2024,Almora,6.5,5,0-2 Lakh,8,no,2
vithoba,vithoba@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Whatsapp,Students,2024,Alipore,7.3,5,0-2 Lakh,6,no,2
kanojiya,kanojiya@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Whatsapp,Students,2026,Durgapur,8.7,8,0-2 Lakh,21,no,2
devanand,devanand@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,Whatsapp,Students,2023,Hugli,6.7,5,0-2 Lakh,5,no,2
mishra,mishra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Kolkata,9.0,5,0-2 Lakh,21,no,2
shivaji,shivaji@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2023,Silguri,9.5,6,0-2 Lakh,17,no ,2
ratiram,ratiram@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2024,Siuri,9.1,5,0-2 Lakh,5,no,2
raut,raut@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Orchha,7.8,8,0-2 Lakh,9,no,2
devidas,devidas@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Sagar,7.9,8,0-2 Lakh,9,yes,2
mahadev,mahadev@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2025,Aurangabad,8.6,5,0-2 Lakh,19,no,2
marotrao,marotrao@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2025,Bhsawal,9.1,8,0-2 Lakh,19,yes,2
shirish,shirish@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Bid,7.7,8,0-2 Lakh,23,no ,2
sail,sail@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Dhule,7.2,8,0-2 Lakh,9,yes,2
poojary,poojary@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2026,Jalgaon,7.6,5,0-2 Lakh,7,yes,2
sayaji,sayaji@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Nagpur,6.6,6,0-2 Lakh,6,no,2
jagtap,jagtap@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2023,Nanded,8.5,6,0-2 Lakh,9,no,2
suresh,suresh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2026,Amritsar,8.1,6,0-2 Lakh,15,no,2
datta,datta@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2025,Patiala,7.9,5,0-2 Lakh,17,no,2
pandit,pandit@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2023,Bikaner,6.5,5,0-2 Lakh,10,yes,2
bansilal,bansilal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Whatsapp,Students,2025,Kota,9.3,8,0-2 Lakh,20,yes,2
patra,patra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Whatsapp,Students,2024,Sikar,8.9,6,0-2 Lakh,9,no,2
agale,agale@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2026,Godhra,9.5,5,0-2 Lakh,21,yes,2
r.,r.@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2023,Jamnagar,9.6,6,0-2 Lakh,19,yes,2
mohanrao,mohanrao@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2023,Nadiad,9.6,6,0-2 Lakh,18,yes,2
someshwar,someshwar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2023,Navsari,9.1,8,0-2 Lakh,20,no,2
laxman,laxman@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2026,Okha,7.3,8,0-2 Lakh,9,no,2
borule,borule@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2025,Surat,7.6,5,0-2 Lakh,24,yes,2
shahaji,shahaji@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2024,Valsad,8.0,3,0-2 Lakh,17,no,2
kumar,kumar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Ambala,7.2,8,0-2 Lakh,11,no,2
sakharam,sakharam@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2026,Kunrool,7.1,3,0-2 Lakh,9,no,2
shivcharan,shivcharan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2024,Vijaywada,9.5,6,0-2 Lakh,17,yes,2
layak,layak@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,Whatsapp,Students,2023,Guwahati,7.9,5,0-2 Lakh,21,no ,2
r,r@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Whatsapp,Students,2023,Nagaon,7.3,6,0-2 Lakh,30,yes,2
aba,aba@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Whatsapp,Students,2024,Sivasagar,7.8,5,0-2 Lakh,8,no,2
v.,v.@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2025,Bid,7.3,3,0-2 Lakh,8,no,2
kore,kore@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2026,Dhule,9.9,5,0-2 Lakh,8,no,2
vinod,vinod@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2023,Nanded,8.7,5,0-2 Lakh,11,no,2
rosaria,rosaria@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2024,Amritsar,7.1,8,0-2 Lakh,19,no,2
dadabhau,dadabhau@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2025,Patiala,8.0,3,0-2 Lakh,18,yes,2
vhatkar,vhatkar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2024,Sangrur,8.5,8,0-2 Lakh,12,no,2
bhosale,bhosale@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Ajmer,8.5,3,0-2 Lakh,23,no,2
arkan,arkan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2023,Amer,9.1,3,0-2 Lakh,8,no,2
muppidwar,muppidwar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Jaipur,6.5,5,0-2 Lakh,13,yes,2
sathe,sathe@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Jhalwar,9.3,3,0-2 Lakh,25,no ,2
kayyum,kayyum@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Jodhpur,7.6,5,0-2 Lakh,22,no ,2
jagannath,jagannath@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,d y patil institute of mca and management akurdi pune,Whatsapp,Students,2025,Kota,6.5,8,0-2 Lakh,6,yes,2
